,race_year_id,event,race,country,participation,distance,elevation_gain,elevation_loss,aid_stations,participants,country_code,year,month,day,frequency_in_ranking,equivalent_distance,weighted_elevation
183,42239,Ultra-Trail® Panoramic,100Miles,Thailand,solo,157.0,6040.0,-6050.0,15,300,THA,2019,12,06,94,217.4,0.2778288868445262
184,48423,HK168,Full168,"Hong Kong, China",solo,168.8,10400.0,-10400.0,14,400,HKG,2019,11,29,61,272.8,0.3812316715542522
185,47165,Oman by UTMB,170km,Oman,solo,170.9,10570.0,-10490.0,25,100,OMN,2019,11,28,56,276.6,0.3821402747650036
186,50187,Ultra Trail Three Gorges,UTTG,China,solo,172.8,10410.0,-10230.0,13,450,CHN,2019,11,28,54,276.9,0.37594799566630555
187,30267,Alpine Challenge,100 Mile Individual,Australia,solo,155.3,6450.0,-6450.0,4,100,AUS,2019,11,23,48,219.8,0.29344858962693354
188,42867,Best of San Diego 100 Miler,100 Miler,United States,solo,161.6,2560.0,-2520.0,5,10,USA,2019,11,23,10,187.2,0.13675213675213677
189,46539,Oman Desert Marathon,Oman Desert Marathon,Oman,solo,163.0,3120.0,-3590.0,13,99,OMN,2019,11,16,50,194.2,0.16065911431513905
190,47381,Pong Yaeng Trail,Pong Yaeng Trail 166,Thailand,solo,172.2,8000.0,-8000.0,14,200,THA,2019,11,15,189,252.2,0.3172085646312451
191,50241,Tunnel Hill  100 & 50 mile runs,100mi,United States,solo,161.4,1540.0,-1540.0,21,225,USA,2019,11,09,225,176.8,0.08710407239819004
192,46657,Bhatti Lakes Ultra,160 Km,India,solo,160.7,960.0,-960.0,0,20,IND,2019,11,08,8,170.29999999999998,0.05637110980622431
195,41009,Pinhoti 100,Pinhoti 100,United States,solo,155.0,4060.0,-4180.0,17,250,USA,2019,11,02,232,195.6,0.20756646216768918
196,46671,Bromo Tengger Semeru 100 Ultra,BTS 170K,Indonesia,solo,169.5,7540.0,-7540.0,15,50,IDN,2019,11,01,9,244.9,0.3078807676602695
197,50463,Kullamannen,Kullamannen Ultra 100 Miles,Sweden,solo,174.4,4260.0,-4240.0,11,500,SWE,2019,11,01,343,217.0,0.19631336405529953
198,54821,Cactus Rose,100 Mile,United States,solo,162.4,3500.0,-3500.0,20,27,USA,2019,10,27,27,197.4,0.1773049645390071
199,54119,Halloween hike,160 km,Finland,solo,159.0,2130.0,-2130.0,4,1,FIN,2019,10,26,1,180.3,0.11813643926788685
200,43385,Javelina Jundred,100 Miles,United States,solo,160.5,1720.0,-1720.0,26,799,USA,2019,10,26,425,177.7,0.0967923466516601
201,52353,GRAN VUELTA VALLE DEL GENAL,100 millas Valle del Genal,Spain,solo,162.0,7400.0,-7400.0,20,220,ESP,2019,10,25,197,236.0,0.3135593220338983
202,47279,Around The Valley - Sovev Emek,166km,Israel,solo,164.2,3380.0,-3390.0,18,100,ISR,2019,10,24,16,198.0,0.1707070707070707
203,46241,Jordan Running Adventure Race,165 km non stop,Jordan,solo,165.2,2790.0,-2560.0,0,20,JOR,2019,10,24,5,193.1,0.1444847229414811
205,54493,Shanhaiguan Trail Race,168K,China,solo,160.2,9470.0,-9230.0,14,100,CHN,2019,10,19,11,254.89999999999998,0.3715182424480189
206,40621,Mines of Spain,100 Mile,United States,solo,169.0,4330.0,-4330.0,19,76,USA,2019,10,18,76,212.3,0.20395666509656143
207,56729,Rodopi Ultra Trail,Rodopi Advendurun,Greece,solo,162.9,6910.0,-6910.0,6,200,GRC,2019,10,18,99,232.0,0.2978448275862069
208,48019,Le Grand Raid De La Réunion,La Diagonale Des Fous,France,solo,168.1,9610.0,-9560.0,15,2900,FRA,2019,10,17,2716,264.2,0.36373959121877364
209,50683,Crimea X Run,Stage Race,Ukraine,solo,169.1,8310.0,-8140.0,11,209,UKR,2019,10,16,209,252.2,0.3295003965107058
210,52399,Ultra Trails Lake Tahoe,100 Mile,United States,solo,159.2,6590.0,-6590.0,20,100,USA,2019,10,13,6,225.1,0.29275877387827637
211,46617,Bromont Ultra,160km,Canada,solo,155.6,6220.0,-6220.0,17,45,CAN,2019,10,12,45,217.8,0.28558310376492196
212,40741,Centurion Autumn 100,Centurion Autumn 100,United Kingdom,solo,161.5,2060.0,-2060.0,14,250,GBR,2019,10,12,154,182.1,0.11312465678198794
213,42123,Cloudsplitter 100,100 Mile,United States,solo,160.7,5660.0,-5660.0,16,100,USA,2019,10,12,32,217.29999999999998,0.2604693971468017
214,39531,Hume And Hovell Ultra,100 Mile,Australia,solo,163.1,4610.0,-4600.0,10,100,AUS,2019,10,12,33,209.2,0.22036328871892927
215,41175,INDIANA TRAIL 100,100 mi,United States,solo,162.4,3480.0,-3460.0,5,250,USA,2019,10,12,210,197.2,0.1764705882352941
216,45287,Markotkh - R,100 miles - Solo,Russia,solo,162.7,6910.0,-6910.0,34,100,RUS,2019,10,12,4,231.79999999999998,0.2981018119068162
217,47701,Midstate Massive Ultra Trail,Midstate Massive Ultra Trail,United States,solo,162.4,3720.0,-3970.0,16,500,USA,2019,10,12,30,199.60000000000002,0.18637274549098196
218,47571,Snowdon Ultra,Snowdon Ultra 100,United Kingdom,solo,163.5,7600.0,-7600.0,13,100,GBR,2019,10,12,17,239.5,0.3173277661795407
219,54421,The Cederberg Traverse,100 Mile,South Africa,solo,163.0,6500.0,-6500.0,5,50,ZAF,2019,10,11,12,228.0,0.2850877192982456
220,52435,The North Face Endurance Challenge Chile,160 Km,Chile,solo,163.9,8220.0,-9860.0,16,100,CHL,2019,10,11,83,246.10000000000002,0.3340105648110524
221,50011,ULTRA DE ULTRAS,170 Km ULTRA DE ULTRAS,Colombia,solo,170.0,9910.0,-9910.0,14,50,COL,2019,10,11,13,269.1,0.36826458565588993
222,52499,Virgin Forest Trail,Ultra-Trail®,Greece,solo,163.9,7260.0,-7260.0,15,150,GRC,2019,10,11,52,236.5,0.3069767441860465
223,42707,100 Miles Sud De France,100 Miles,France,solo,172.5,8420.0,-10160.0,15,500,FRA,2019,10,04,235,256.7,0.3280093494351383
224,58551,Grindstone 100,Grindstone 100,United States,solo,159.6,6980.0,-6980.0,15,300,USA,2019,10,04,198,229.39999999999998,0.3042720139494333
225,46687,MesaStila 100,170 Km,Indonesia,solo,167.9,9590.0,-9590.0,11,4,IDN,2019,10,04,4,263.8,0.36353297952994695
226,45167,SLO100,SLO100 KRPAN 171 km,Slovenia,solo,173.5,7790.0,-7790.0,11,150,SVN,2019,10,04,7,251.4,0.30986475735879077
227,45319,Szlak Orlich Gniazd - Ultra,Szlak Orlich Gniazd - Ultra,Poland,solo,161.3,2710.0,-2690.0,7,100,POL,2019,10,04,49,188.4,0.14384288747346072
228,46701,Ultra-Trail el Rincon,UTR 170K,Spain,solo,172.1,6730.0,-6720.0,15,100,ESP,2019,10,04,25,239.39999999999998,0.28111946532999166
229,46901,Waterous Trail On Foot,WTF 100,Australia,solo,163.0,3960.0,-3960.0,7,30,AUS,2019,09,28,16,202.6,0.19545903257650543
230,38949,BEAR 100,Bear 100 Endurance Trail Race,United States,solo,163.0,6680.0,-6350.0,13,334,USA,2019,09,27,334,229.8,0.29068755439512617
231,39019,The Georgia Jewel,100 Miler,United States,solo,162.8,4000.0,-4000.0,18,80,USA,2019,09,22,80,202.8,0.1972386587771203
232,45885,Black River Run,100 Miles,Sweden,solo,161.5,1030.0,-1030.0,9,200,SWE,2019,09,21,97,171.8,0.059953434225844
233,36169,Cotswold Way Century,102 Miles,United Kingdom,solo,165.6,4130.0,-4240.0,10,130,GBR,2019,09,21,99,206.89999999999998,0.19961333977767037
234,47035,Pirin Ultra,160km,Bulgaria,solo,161.2,10980.0,-10980.0,9,88,BGR,2019,09,21,88,271.0,0.4051660516605166
235,40097,Sangre de Cristo Ultras,100-Mile,United States,solo,168.2,5910.0,-5910.0,13,300,USA,2019,09,21,26,227.29999999999998,0.2600087989441267
236,42289,Whistler Alpine Meadows,100M,Canada,solo,174.8,10310.0,-10300.0,10,300,CAN,2019,09,21,108,277.9,0.370996761424973
237,38525,Adamello Ultra-Trail®,Ultra-Trail®,Italy,solo,165.0,11380.0,-11380.0,19,111,ITA,2019,09,20,111,278.8,0.4081779053084648
238,52425,Karkloof100,Karkloof100,South Africa,solo,157.0,3330.0,-3410.0,18,140,ZAF,2019,09,20,137,190.3,0.1749868628481345
239,47641,Midnight Moose Ultra,160K,Canada,solo,160.8,4870.0,-4870.0,11,100,CAN,2019,09,20,16,209.5,0.2324582338902148
241,40445,Mogollon Monster 100,100 Mi,United States,solo,164.7,5540.0,-5530.0,12,150,USA,2019,09,14,108,220.1,0.2517037710131758
243,51495,Shinetsu Five Mountains Trail,100 miles,"Myoko, Japan",solo,160.3,6570.0,-6390.0,9,328,JPN,2019,09,14,328,226.0,0.2907079646017699
244,46739,THE GREAT NORTH WALK ULTRAs,100 MILES,Australia,solo,162.5,5100.0,-5110.0,5,100,AUS,2019,09,14,14,213.5,0.2388758782201405
245,42807,GARMIN ULTRA RACE STOLOWE MOUNTAINS,Challange 158,Poland,solo,158.9,5350.0,-5340.0,11,53,POL,2019,09,13,53,212.4,0.2518832391713748
246,52973,RUN RABBIT RUN,100 Hare,United States,solo,165.8,6160.0,-6160.0,0,40,USA,2019,09,13,40,227.4,0.27088830255057167
247,49537,Uttarkashi 135,Uttarkashi 160,India,solo,157.4,8270.0,-7820.0,0,20,IND,2019,09,13,1,240.10000000000002,0.3444398167430237
249,57283,PINE TO PALM 100 MILE ENDURANCE RUN,PINE TO PALM 100 MILE ENDURANCE RUN,United States,solo,155.3,5780.0,-6000.0,0,134,USA,2019,09,07,82,213.10000000000002,0.2712341623650868
250,49517,Vadrózsa,Vadrózsa 160,Hungary,solo,159.5,6820.0,-6820.0,17,100,HUN,2019,09,07,44,227.7,0.29951690821256044
252,42631,Pembrokeshire Ultramarathons,100,United Kingdom,solo,163.7,4070.0,-4070.0,7,100,GBR,2019,09,06,23,204.39999999999998,0.19911937377690805
253,37871,Superior Fall Trail Race,100m,United States,solo,168.0,5200.0,-5060.0,13,180,USA,2019,09,06,180,220.0,0.23636363636363636
254,39131,SwissPeaks Trail,170,Switzerland,solo,168.7,11780.0,-13010.0,13,400,CHE,2019,09,06,204,286.5,0.4111692844677138
256,43459,Garmin Runfire Salt Lake Ultra Trail,100 Mile,Turkey,solo,160.1,2830.0,-2830.0,15,21,TUR,2019,08,30,21,188.4,0.15021231422505307
257,39881,UTMB®,UTMB®,France,solo,170.7,9930.0,-9930.0,16,2549,FRA,2019,08,30,2549,270.0,0.36777777777777776
259,45609,DREAM TRAIL Lyskovo,160 ??,Russia,solo,159.4,1790.0,-1700.0,3,6,RUS,2019,08,24,5,177.3,0.10095882684715171
260,43567,Habanero Hundred,100M,United States,solo,161.7,2290.0,-2290.0,3,64,USA,2019,08,17,64,184.6,0.12405200433369447
261,41269,Leadville Trail 100 Run,Leadville Trial 100 Run,United States,solo,162.1,4230.0,-4230.0,13,927,USA,2019,08,17,927,204.39999999999998,0.20694716242661448
262,41443,Kodiak Ultra Marathons,Kodiak 100 Mile,United States,solo,164.7,5320.0,-5320.0,14,156,USA,2019,08,16,156,217.89999999999998,0.2441486920605783
263,48837,Persenk Ultra,PERSENK ULTRA,Bulgaria,solo,164.6,7090.0,-7100.0,13,150,BGR,2019,08,16,62,235.5,0.30106157112526544
264,38185,Swiss Alps 100,160KM,Switzerland,solo,157.6,9650.0,-9650.0,15,300,CHE,2019,08,16,45,254.1,0.37977174340810704
266,48391,Ute 100 Mile Trail Race,Ute 100 Mile Trail Race,United States,solo,159.5,6180.0,-6180.0,9,200,USA,2019,08,10,117,221.3,0.2792589245368278
267,40737,Centurion North Downs Way 100,Centurion North Downs Way 100,United Kingdom,solo,168.0,3420.0,-3460.0,14,300,GBR,2019,08,03,188,202.2,0.16913946587537093
269,49421,Ouray 100 Mile Endurance Run,100 Mile,United States,solo,171.9,11310.0,-11420.0,15,120,USA,2019,08,02,32,285.0,0.3968421052631579
270,40025,Burning River Endurance Run,100 Mile,United States,solo,163.6,2700.0,-2700.0,14,250,USA,2019,07,27,163,190.6,0.1416579223504722
271,36117,High Lonesome 100,100M,United States,solo,160.0,6480.0,-6480.0,12,126,USA,2019,07,26,126,224.8,0.2882562277580071
272,37967,Tahoe Rim Trail Endurance Runs 100M/50M/55K,100 Mile,United States,solo,161.1,6170.0,-6160.0,0,300,USA,2019,07,20,156,222.8,0.2769299820466786
273,43051,The Gax 100 miles,The Gax 100 miles,Sweden,solo,161.3,2330.0,-2320.0,3,72,SWE,2019,07,20,69,184.60000000000002,0.12621885157096424
274,45911,Vermont 100 Endurance Race,100M,United States,solo,157.5,4830.0,-4840.0,19,350,USA,2019,07,20,156,205.8,0.2346938775510204
275,47489,YOU YANGS Hardcore 100Miler,100 MI,Australia,solo,169.3,4820.0,-4830.0,2,29,AUS,2019,07,20,29,217.5,0.22160919540229887
277,35613,Elephant Trail Race,160 Km (100 Mile),Australia,solo,163.3,8730.0,-8730.0,13,100,AUS,2019,07,19,15,250.60000000000002,0.348363926576217
279,39821,Beacons Way Ultra,Beacons Way Ultra,United Kingdom,solo,166.5,6310.0,-6320.0,10,50,GBR,2019,07,13,28,229.6,0.2748257839721254
280,48055,OSJ Ontake 100,100 Miles,Japan,solo,164.6,6200.0,-6200.0,6,58,JPN,2019,07,13,58,226.6,0.2736098852603707
281,48751,Columbia Sanfo Ultra 168-Chongli,168km,China,solo,166.2,8250.0,-8250.0,14,400,CHN,2019,07,12,24,248.7,0.33172496984318456
282,50485,Columbia Sanfo Ultra 168-Chongli,UTC-emergency,China,solo,157.7,7800.0,-7800.0,14,400,CHN,2019,07,12,264,235.7,0.3309291472210437
283,35983,Ehunmilak Ultra-Trail®,Ehunmilak Ultra-Trail®,Spain,solo,172.0,10210.0,-10210.0,15,515,ESP,2019,07,12,282,274.1,0.3724917913170375
284,36267,Grand Trail Stevenson,GTS 162 km,France,solo,161.2,5210.0,-5380.0,5,11,FRA,2019,07,12,11,213.29999999999998,0.2442569151429911
285,37005,Nuts Ylläs Pallas,160K,Finland,solo,163.9,4430.0,-4510.0,10,250,FIN,2019,07,12,111,208.2,0.212776176753122
286,45153,Wendover Woods 100,Wendover Woods 100,United Kingdom,solo,168.1,6180.0,-6180.0,19,200,GBR,2019,07,12,20,229.89999999999998,0.26881252718573295
287,38947,100 MILLAS UTACCH AMANECER COMECHINGON,100 MILLAS UTACCH,Argentina,solo,158.8,5449.0,-5450.0,15,50,ARG,2019,07,06,46,213.29000000000002,0.2554737681091472
288,39995,Brisbane Trail Ultra Festival,Brisbane Trail Ultra 100 mile,Australia,solo,159.5,7550.0,-7580.0,7,50,AUS,2019,07,06,26,235.0,0.32127659574468087
289,39425,Silverheels 100-Mile Endurance Run,100 Mile,United States,solo,166.7,4650.0,-4650.0,24,200,USA,2019,07,06,28,213.2,0.2181050656660413
290,39985,Sinister 7 Ultra,Solo,Canada,solo,160.7,5730.0,-5740.0,15,1600,CAN,2019,07,06,69,218.0,0.2628440366972477
291,45339,Bojko Trail,Bojko Trail 150+,Poland,solo,155.1,7980.0,-8040.0,8,400,POL,2019,07,05,50,234.89999999999998,0.3397190293742018
292,43675,Pen Llyn Ultra 100,Pen Llyn Ultra 100,United Kingdom,solo,162.7,3220.0,-3180.0,7,100,GBR,2019,06,29,11,194.89999999999998,0.16521292970754237
293,44333,#Småland100,#Småland100,Sweden,solo,163.1,4040.0,-4040.0,7,50,SWE,2019,06,28,16,203.5,0.19852579852579852
294,49189,Ultra Trail Pululahua Ecuador,Ultra Trail Pululahua Ecuador,Ecuador,solo,172.1,11250.0,-10810.0,22,30,ECU,2019,06,28,19,284.6,0.3952916373858046
295,49089,XTRAIL Kanas Trail Run,168km,China,solo,168.6,5870.0,-5790.0,12,300,CHN,2019,06,27,132,227.3,0.25824901011878576
296,38057,Jurassic Coast 100,Jurassic Coast 100m,United Kingdom,solo,168.2,4740.0,-4720.0,10,100,GBR,2019,06,22,43,215.6,0.21985157699443414
297,40727,Old Cascadia,100 Mile,United States,solo,165.7,8120.0,-8110.0,14,100,USA,2019,06,22,28,246.89999999999998,0.32887808829485626
298,45639,Penang Eco 100,100 miles,Malaysia,solo,167.3,4230.0,-4190.0,15,80,MYS,2019,06,22,36,209.60000000000002,0.2018129770992366
299,41865,Pennine Barrier,Pennine Barrier Ultra 100,United Kingdom,solo,158.5,4560.0,-4560.0,10,100,GBR,2019,06,22,22,204.1,0.22341989220970113
300,48737,West Highland Way Race,150km,United Kingdom,solo,155.0,3640.0,-3680.0,8,238,GBR,2019,06,22,196,191.4,0.1901776384535005
301,42619,South Wales 100,South Wales 100,United Kingdom,solo,166.7,5840.0,-5840.0,11,100,GBR,2019,06,21,23,225.1,0.2594402487783207
302,42693,ULTRA01 by XT,ULTRA 01XT,France,solo,165.1,6060.0,-6060.0,7,206,FRA,2019,06,21,206,225.7,0.26849800620292424
303,41413,MONTANE® Spine® Summer Races,Flare,United Kingdom,solo,173.9,4720.0,-4720.0,6,50,GBR,2019,06,19,48,221.10000000000002,0.21347806422433288
304,47257,Mohican 100 Trail Run,Mohican 100 Mile Trail Run,United States,solo,156.0,3630.0,-3620.0,19,220,USA,2019,06,15,220,192.3,0.18876755070202805
305,38229,Ultra Trail Gaspesia 100,100 miles,Canada,solo,159.0,4130.0,-4130.0,21,52,CAN,2019,06,15,52,200.3,0.20619071392910632
306,49781,Bighorn Trail Run,100M,United States,solo,167.3,6740.0,-6800.0,7,360,USA,2019,06,14,188,234.70000000000002,0.2871751171708564
307,43657,Oh Meu Deus,100 Milhas OMD,Portugal,solo,157.5,8460.0,-8460.0,13,85,PRT,2019,06,14,54,242.1,0.3494423791821561
308,51343,Oh Meu Deus,OH MEU DEUS 160 TEAM,Portugal,team,157.6,8450.0,-8450.0,14,5,PRT,2019,06,14,4,242.1,0.349029326724494
309,42329,ADIDAS SPORT-MARAFON TRAIL,165 km,Russia,solo,162.4,1440.0,-1440.0,13,17,RUS,2019,06,08,17,176.8,0.08144796380090498
310,35719,Centurion South Downs Way 100,Centurion South Downs Way 100,United Kingdom,solo,156.9,3340.0,-3400.0,14,305,GBR,2019,06,08,305,190.3,0.17551234892275352
311,44903,Laulasmaa Ultra,Laulasmaa Ultra 8 loops,Estonia,solo,167.9,1870.0,-1870.0,56,2,EST,2019,06,08,2,186.6,0.10021436227224008
312,36431,Trail des Volcans,157 km,France,solo,156.2,6320.0,-6570.0,7,12,FRA,2019,06,08,12,219.39999999999998,0.2880583409298086
313,41919,SAN DIEGO 100,San Diego 100,United States,solo,161.3,3950.0,-3950.0,15,300,USA,2019,06,07,272,200.8,0.19671314741035856
314,41449,Kettle Moraine 100,100 Mile,United States,solo,161.0,2650.0,-2650.0,27,400,USA,2019,06,01,166,187.5,0.14133333333333334
316,45199,Chicamocha Canyon Race,CCR 100 millas,Colombia,solo,162.4,7210.0,-7210.0,11,80,COL,2019,05,31,34,234.5,0.30746268656716413
317,41131,Scout Mountain Ultras,162K,United States,solo,162.0,6470.0,-6470.0,11,300,USA,2019,05,31,51,226.7,0.2853992059991178
318,39073,Ultra-Trail® Malopolska,UTM 170,Poland,solo,171.9,8180.0,-8180.0,8,80,POL,2019,05,31,14,253.7,0.32242806464327944
319,42493,Hardmoors,110 Mi,United Kingdom,solo,170.0,4160.0,-4120.0,12,150,GBR,2019,05,25,78,211.6,0.19659735349716448
320,46363,The Trail Challenge Rincón de la Vieja,160km,Costa Rica,solo,163.7,3370.0,-3360.0,15,50,CRI,2019,05,25,8,197.39999999999998,0.17071935157041543
321,44745,Mac Mac Ultra,100m,South Africa,solo,162.8,5900.0,-6140.0,14,31,ZAF,2019,05,24,31,221.8,0.2660054102795311
322,34461,Nuts Karhunkierros,159K,Finland,solo,159.5,3940.0,-3940.0,7,150,FIN,2019,05,24,71,198.9,0.19808949220713926
323,39397,Chester Ultra,Chester Ultra 100,United Kingdom,solo,163.9,1830.0,-1830.0,9,55,GBR,2019,05,18,55,182.20000000000002,0.10043907793633369
324,40649,Bryce Canyon,100 Mile,United States,solo,157.1,4470.0,-4460.0,13,300,USA,2019,05,17,58,201.8,0.22150644202180378
325,44563,Hardcore Hundred Miles Trail Ultramarathon,Hardcore Hundred Miles,Philippines,solo,167.1,9480.0,-9500.0,11,163,PHL,2019,05,16,163,261.9,0.3619702176403208
326,40115,Soria Moria til Verdens Ende,Soria Moria til Verdens Ende,Norway,solo,162.3,4040.0,-4510.0,6,100,NOR,2019,05,11,71,202.70000000000002,0.19930932412432165
327,48603,Trainic-World in Sainokuni,100mile,Japan,solo,163.2,9050.0,-9020.0,16,200,JPN,2019,05,11,33,253.7,0.35672053606621995
328,41499,UTVV SLOVENIA,UTVV 100 miles,Slovenia,solo,160.6,6850.0,-6840.0,14,400,SVN,2019,05,11,72,229.1,0.29899607158446095
329,41585,Ultra-Trail Snowdonia - UTS-50/100,UTS-100,United Kingdom,solo,170.9,10140.0,-10140.0,16,100,GBR,2019,05,10,63,272.3,0.37238340066103565
330,45873,Ben Hockings,Hubert 100 Miles,Australia,solo,157.8,2630.0,-2630.0,9,110,AUS,2019,05,04,17,184.10000000000002,0.14285714285714285
331,35185,Centurion Thames Path 100,Centurion Thames Path 100,United Kingdom,solo,161.3,3160.0,-3110.0,13,300,GBR,2019,05,04,226,192.9,0.16381544841886989
332,39819,Dragon 100,Dragon 100,United Kingdom,solo,165.0,3550.0,-3550.0,11,200,GBR,2019,05,04,42,200.5,0.1770573566084788
333,50505,MASSANUTTEN MOUNTAIN TRAILS 100 MILE RUN,MASSANUTTEN MOUNTAIN TRAILS 100 MILE RUN,United States,solo,162.5,5420.0,-5420.0,0,188,USA,2019,05,04,188,216.7,0.25011536686663594
334,42635,100 miles of Beskid Wyspowy,100 miles of Beskid Wyspowy,Poland,solo,164.1,6600.0,-6600.0,9,100,POL,2019,05,03,33,230.1,0.28683181225554105
335,39055,Täby Extreme Challenge,TEC 100 Miles,Sweden,solo,160.7,1610.0,-1610.0,13,157,SWE,2019,04,27,157,176.79999999999998,0.09106334841628962
336,37711,Aktivitus Trailrace,Ultra-Trail®,Sweden,solo,164.7,3850.0,-3850.0,8,60,SWE,2019,04,26,49,203.2,0.1894685039370079
337,41399,Tuscany Crossing,160 km,Italy,solo,160.9,5590.0,-5570.0,13,200,ITA,2019,04,26,51,216.8,0.2578413284132841
338,47625,Ultra-Trail Mt. Fuji,UTMF - Full Course 165km,Japan,solo,165.9,7620.0,-7620.0,9,2400,JPN,2019,04,26,91,242.10000000000002,0.31474597273853777
339,35803,Ultra-Trail® Drakensberg,UTD 160,South Africa,solo,163.3,5610.0,-6740.0,8,34,ZAF,2019,04,26,34,219.4,0.25569735642661806
340,39229,Iznik Ultra,160 K,Turkey,solo,162.5,4470.0,-4470.0,12,100,TUR,2019,04,19,74,207.2,0.21573359073359075
341,33939,Mustang Trail Race,Mustang Trail Race,Nepal,solo,169.0,10010.0,-9310.0,8,36,NPL,2019,04,16,34,269.1,0.37198067632850235
342,35721,100 Miles Of Istria,RED,Croatia,solo,169.6,6360.0,-6640.0,12,600,HRV,2019,04,12,365,233.2,0.27272727272727276
343,44131,Hellbender 100 Mile,Hellbender 100 Mile,United States,solo,158.0,7470.0,-7440.0,11,125,USA,2019,04,12,87,232.7,0.3210141813493769
344,45763,Jiangnan 100-Mile Endurance Run,100Mile / 168Km,China,solo,159.8,7350.0,-7350.0,13,213,CHN,2019,04,12,213,233.3,0.3150450064294899
345,35373,Patagonia Run,100 Millas,Argentina,solo,158.0,7190.0,-7190.0,16,216,ARG,2019,04,12,216,229.9,0.3127446715963463
346,46567,Ultra Beast,Ultra Beast  161Km,India,solo,162.3,3430.0,-3430.0,9,30,IND,2019,04,06,4,196.60000000000002,0.1744659206510681
347,45523,Ultra-Trail® Of Taiwan 100 miles,100 miles,Taiwan,solo,159.4,7890.0,-7890.0,10,10,TWN,2019,04,06,1,238.3,0.3310952580780529
349,36539,Badger Mountain Challenge,100 Mile,United States,solo,158.6,4450.0,-4430.0,18,83,USA,2019,03,29,83,203.1,0.2191038897095027
351,42679,Northburn 100 Miler,100 Mile,New Zealand,solo,162.4,9810.0,-9820.0,12,51,NZL,2019,03,16,51,260.5,0.3765834932821497
352,38835,Addo Elephant Trail Run,100 Mile,South Africa,solo,161.2,5640.0,-5130.0,16,100,ZAF,2019,03,15,76,217.6,0.25919117647058826
353,46679,MesaStila 100,65 Km,Indonesia,solo,67.4,3620.0,-3580.0,4,100,IDN,2019,10,04,28,103.60000000000001,0.34942084942084944
354,44003,Ultra Trail Huang Shan,170 Km,China,solo,171.8,9490.0,-9480.0,14,200,CHN,2019,03,15,170,266.70000000000005,0.35583052118485187
355,40681,Antelope Canyon,100 Mile,United States,solo,159.4,1850.0,-1850.0,10,300,USA,2019,03,09,47,177.9,0.10399100618324901
356,35385,Epic Camí de Cavalls 360º,TrailRun e3/t2,Spain,team,155.0,3800.0,-3580.0,11,220,ESP,2019,03,08,45,193.0,0.19689119170984457
357,35579,Les Traces du Nord Basse-Terre,L'Ultra-Trail®,France,solo,161.4,6240.0,-6240.0,14,400,FRA,2019,03,08,27,223.8,0.2788203753351206
358,40171,100 MILLAS® SIERRAS DEL BANDOLERO,100 Millas,Spain,solo,164.0,6720.0,-6730.0,14,400,ESP,2019,03,01,255,231.2,0.2906574394463668
359,34071,Victoria 162,V162,"Hong Kong, China",solo,163.87,8140.0,-8140.0,18,300,HKG,2019,02,23,49,245.27,0.3318791535858442
360,45837,Victoria 162,V162 Team,"Hong Kong, China",team,163.87,8140.0,-8140.0,18,40,HKG,2019,02,23,14,245.27,0.3318791535858442
362,34063,Victoria 162,3-day Race,"Hong Kong, China",solo,163.0,8140.0,-8210.0,16,100,HKG,2019,02,22,11,244.4,0.3330605564648118
363,45839,Victoria 162,3-day Race Team,"Hong Kong, China",solo,163.0,8140.0,-8220.0,16,20,HKG,2019,02,22,2,244.4,0.3330605564648118
364,41595,Lone Star 100,100M,United States,solo,158.6,5930.0,-5850.0,9,23,USA,2019,02,09,23,217.89999999999998,0.2721431849472235
365,41505,Tarawera 100 Mile Endurance Run,100 Mile Endurance Run,New Zealand,solo,161.4,4890.0,-4890.0,14,200,NZL,2019,02,09,97,210.3,0.2325249643366619
366,35113,Mad Fox Ultra,Ultra Valhalla Race,Russia,solo,159.9,1680.0,-1680.0,10,97,RUS,2019,02,02,97,176.70000000000002,0.09507640067911714
367,38011,Rocky Raccoon,100 Mile,United States,solo,163.1,2260.0,-2260.0,19,500,USA,2019,02,02,359,185.7,0.12170166935918149
368,37637,Coldwater Rumble,100 Miles,United States,solo,161.5,2020.0,-2010.0,16,400,USA,2019,01,19,33,181.7,0.11117226197028068
369,43893,HURT 100,HURT 100 MILE ENDURANCE RUN,United States,solo,161.0,8200.0,-8200.0,0,130,USA,2019,01,19,130,243.0,0.3374485596707819
371,41573,Rialp Matxicots,MARATÓ,Spain,solo,48.3,3950.0,-3980.0,7,300,ESP,2019,09,14,216,87.8,0.4498861047835991
372,41369,Montane Spine Races,MRT Challenge,United Kingdom,solo,174.2,4770.0,-4770.0,4,10,GBR,2019,01,12,10,221.89999999999998,0.21496169445696264
373,37065,Sandsjöbacka Trail,Ultra Triple,Sweden,solo,167.0,3360.0,-3220.0,13,100,SWE,2019,01,11,49,200.6,0.1674975074775673
374,31215,S1 Trail La Corsa Della Bora,Ultra,Italy,solo,164.2,6720.0,-6720.0,9,150,ITA,2019,01,05,134,231.39999999999998,0.2904062229904927
375,40653,Ultra-Trail® Tai Mo Shan,UTMT,"Hong Kong, China",solo,155.2,7640.0,-7620.0,12,162,HKG,2019,01,05,162,231.6,0.32987910189982733
376,33347,UTSZ Trail Races,100Miles,China,solo,162.5,7200.0,-7170.0,16,40,CHN,2018,12,22,12,234.5,0.3070362473347548
