,race_year_id,event,race,city,country,date,start_time,participation,distance,elevation_gain,elevation_loss,aid_stations,participants,frequency_in_ranking,year
364,41595,Lone Star 100,100M,ElPaso,United States,2019-02-09,05:00:00,solo,158.6,5930.0,-5850.0,9,23,23,2019
365,41505,Tarawera 100 Mile Endurance Run,100 Mile Endurance Run,Rotorua,New Zealand,2019-02-09,04:00:00,solo,161.4,4890.0,-4890.0,14,200,97,2019
366,35113,Mad Fox Ultra,Ultra Valhalla Race,RostovtheGreat,Russia,2019-02-02,16:00:00,solo,159.9,1680.0,-1680.0,10,97,97,2019
367,38011,Rocky Raccoon,100 Mile,Huntsville,United States,2019-02-02,06:00:00,solo,163.1,2260.0,-2260.0,19,500,359,2019
368,37637,Coldwater Rumble,100 Miles,Goodyear,United States,2019-01-19,07:00:00,solo,161.5,2020.0,-2010.0,16,400,33,2019
369,43893,HURT 100,HURT 100 MILE ENDURANCE RUN,,United States,2019-01-19,00:00:00,solo,161.0,8200.0,-8200.0,0,130,130,2019
370,56951,Long haul,100M,WesleyChapel,"FL, United States",2019-01-19,00:00:00,solo,,,,0,118,118,2019
371,41573,Rialp Matxicots,MARATÓ,RIALP,Spain,2019-09-14,06:30:00,solo,48.3,3950.0,-3980.0,7,300,216,2019
372,41369,Montane Spine Races,MRT Challenge,Edale,United Kingdom,2019-01-12,11:00:00,solo,174.2,4770.0,-4770.0,4,10,10,2019
373,37065,Sandsjöbacka Trail,Ultra Triple,Åsa,Sweden,2019-01-11,18:00:00,solo,167.0,3360.0,-3220.0,13,100,49,2019
374,31215,S1 Trail La Corsa Della Bora,Ultra,TRIESTE,Italy,2019-01-05,06:00:00,solo,164.2,6720.0,-6720.0,9,150,134,2019
375,40653,Ultra-Trail® Tai Mo Shan,UTMT,NT,"Hong Kong, China",2019-01-05,08:00:00,solo,155.2,7640.0,-7620.0,12,162,162,2019
376,33347,UTSZ Trail Races,100Miles,shenzhen,China,2018-12-22,05:00:00,solo,162.5,7200.0,-7170.0,16,40,12,2018
377,41235,Ultra Tuffman Desert Championship - Jaisalmer,160 KMS,Jaisalmer,India,2018-12-21,05:00:00,solo,,,,42,3,3,2018
378,65859,Loup Garou 100 Mile Trail Run,100M,VillePlatte,"LA, United States",2018-12-15,00:00:00,solo,,,,0,40,40,2018
379,38061,La Mision 2018 - VLA,La Mision 160 Km,VillalaAngostura,Argentina,2018-12-13,09:00:00,solo,163.3,7240.0,-7240.0,1,200,94,2018
380,38139,Brazos Bend 100,100 M,Needville,United States,2018-12-08,06:00:00,solo,162.3,2730.0,-2720.0,6,175,175,2018
381,36241,The Hitchcock Experience,100 Mile,HoneyCreek,United States,2018-12-08,11:00:00,solo,161.4,5050.0,-5050.0,21,75,13,2018
382,27003,Tjörnarparen - Trail Ultra,100 miles,TJÖRNARP,Sweden,2018-12-08,09:00:00,solo,162.1,2290.0,-2310.0,9,50,23,2018
383,34709,Wicklow Way 50 Miles,100 Miles,Wicklow,Ireland,2018-12-07,14:00:00,solo,160.7,5750.0,-5750.0,4,50,34,2018
384,38665,Falls 100 Ultra Trail Race,100 Mile,FallsofRough,United States,2018-12-01,07:00:00,solo,168.8,3350.0,-3350.0,41,140,20,2018
385,32255,Chattanooga 100 Mile Trail Race,Chattanooga 100 Mile Trail Race,RisingFawn,United States,2018-11-30,08:00:00,solo,158.1,3770.0,-3770.0,14,250,140,2018
386,33853,Gede Pangrango 100,150KM,Cibodas,Indonesia,2018-11-30,05:30:00,solo,164.0,14430.0,-14440.0,3,4,4,2018
387,33013,HK168,Full 168,TaiMeiTuk,"Hong Kong, China",2018-11-30,18:00:00,solo,169.1,10490.0,-10490.0,14,300,185,2018
388,42815,Best of San Diego 100 Miler,100 Miler,SanDiego,United States,2018-11-24,06:00:00,solo,163.1,2340.0,-2340.0,5,5,5,2018
389,42299,Louceni,173 km,UstinadLabem,Czech Republic,2018-11-23,05:30:00,solo,172.3,6400.0,-6560.0,9,55,55,2018
390,34951,Ultra-Trail® Three Gorges,169 Km,Yichang,China,2018-11-22,20:00:00,solo,171.4,10140.0,-10000.0,15,200,112,2018
391,41827,CHIMERA 100,100 MILES,,United States,2018-11-17,00:00:00,solo,,,,0,7,7,2018
392,31309,Oman Desert Marathon,Oman Desert Marathon,Bidiyah,Oman,2018-11-17,06:30:00,solo,163.7,3850.0,-4200.0,13,99,93,2018
393,38477,Tunnel Hill  100 & 50 mile runs,100mi,Vienna,United States,2018-11-10,07:00:00,solo,161.4,1570.0,-1560.0,21,203,203,2018
394,36627,Pong Yaeng Trail,Pong Yaeng Trail 166,ChiangMai,Thailand,2018-11-09,10:00:00,solo,164.9,7830.0,-7830.0,17,150,142,2018
395,35903,Feral Pig Ultra,Feral Pig 100 Mile,Mundaring,Australia,2018-11-03,00:00:00,solo,163.3,4070.0,-4200.0,15,30,10,2018
396,45653,Ozark Trail 100 Mile Endurance Run,100 Mi,Shawnee,United States,2018-11-03,06:00:00,solo,,,,13,56,44,2018
397,40399,PINHOTI 100,100 MILES,Sylacauga,United States,2018-11-03,00:00:00,solo,161.9,4930.0,-5060.0,0,169,169,2018
398,41939,RIO DEL LAGO 100,100 MILES,,United States,2018-11-03,00:00:00,solo,,,,19,354,354,2018
399,35645,Bhatti Lakes Ultra,160 Km,Faridabad,India,2018-11-02,06:00:00,solo,160.1,1020.0,-1020.0,0,20,9,2018
400,33797,Bromo Tengger Semeru 100 Ultra,BTS 170K,Bogor,Indonesia,2018-11-02,19:00:00,solo,169.3,7530.0,-7530.0,15,43,43,2018
401,29415,Kullamannen,100 miles,Kullaberg,Sweden,2018-11-02,07:00:00,solo,161.8,4310.0,-4280.0,14,320,251,2018
402,38839,Cactus Rose,100 Mile,Bandera,United States,2018-10-28,05:00:00,solo,162.4,3500.0,-3500.0,20,37,37,2018
403,29783,White Rose Ultra,100 Mile,Huddersfield,United Kingdom,2018-10-28,00:00:00,solo,165.4,4380.0,-4430.0,5,60,16,2018
404,38825,Halloween hike,160 km,Kannonkoski,Finland,2018-10-27,08:00:00,solo,168.6,2080.0,-2080.0,5,1,1,2018
405,38501,Jarakabande Eco Ultra,Jarakabande Eco Ultra,Bangalore,India,2018-10-27,06:00:00,solo,,,,3,15,15,2018
406,32035,Javelina Jundred,100 Miles,FortMcDowell,United States,2018-10-27,06:00:00,solo,160.2,2300.0,-2300.0,26,799,368,2018
407,33019,GRAN VUELTA VALLE DEL GENAL,100 MILLAS DEL GENAL,BENARRABA,Spain,2018-10-26,20:00:00,solo,162.8,8020.0,-7490.0,17,166,166,2018
408,36373,Indomit costa esmeralda ultra-trail®,100 MILLES,Gramado,Brazil,2018-10-26,07:00:00,solo,160.3,4730.0,-4730.0,12,50,23,2018
409,27391,Ultra Sovev Emek,Sovev Emek 166 KM,36581,Israel,2018-10-25,07:00:00,solo,166.0,2250.0,-2230.0,14,22,22,2018
410,36091,Bèrghem Ultra Trail,Furuberget Endurance,Hamar,Norway,2018-10-20,10:00:00,solo,169.7,7440.0,-7440.0,18,50,8,2018
411,41951,GHOST TRAIN RAIL TRAIL RACE 100,100 Mi,,United States,2018-10-20,00:00:00,solo,161.0,1610.0,-1600.0,0,76,76,2018
412,30573,Dalmacija Ultra-Trail®,Sky Dut,Omiš,Croatia,2018-10-19,14:00:00,solo,159.3,7140.0,-7170.0,14,150,72,2018
413,32713,Mines of Spain,100 Mile,Davenport,United States,2018-10-19,08:00:00,solo,170.0,4360.0,-4360.0,19,60,60,2018
414,37943,Rodopi Ultra Trail,Rodopi Advendurun,Haidou,Greece,2018-10-19,06:00:00,solo,163.0,6910.0,-6910.0,6,200,108,2018
415,30965,Le Grand Raid De La Réunion,La Diagonale Des Fous,SaintDenis,France,2018-10-18,22:00:00,solo,168.1,9610.0,-9560.0,17,2900,2660,2018
416,30411,Centurion Autumn 100,Centurion Autumn 100,GoringOnThames,United Kingdom,2018-10-13,10:00:00,solo,161.1,1580.0,-1580.0,14,250,168,2018
417,29481,Cloudsplitter 100,100 Mile,Norton,United States,2018-10-13,08:00:00,solo,166.3,5310.0,-5310.0,21,100,44,2018
418,29719,Hume And Hovell Ultra,100 Mile,Tumbarumba,Australia,2018-10-13,06:00:00,solo,162.7,3670.0,-3660.0,10,100,30,2018
419,30713,INDIANA TRAIL 100,100 mi,Albion,United States,2018-10-13,06:00:00,solo,161.7,3490.0,-3490.0,5,250,183,2018
420,33167,Virgin Forest Trail,Ultra-Trail®,PARANESTI,Greece,2018-10-12,00:00:00,solo,162.6,6920.0,-6920.0,15,150,54,2018
421,35935,Crimea X Run,Stage Race,Yalta,Ukraine,2018-10-10,10:00:00,solo,174.7,9480.0,-9530.0,8,227,227,2018
422,30363,Bromont Ultra,160km,Bromont,Canada,2018-10-06,07:30:00,solo,158.1,6090.0,-6090.0,17,98,98,2018
423,30463,100 Miles Sud De France,100 Miles,bolquere,France,2018-10-05,10:00:00,solo,172.6,8130.0,-9870.0,15,500,160,2018
424,58549,Grindstone 100,Grindstone 100,Swoope,United States,2018-10-05,00:00:00,solo,159.6,6980.0,-6980.0,15,300,207,2018
425,32919,Pirin Ultra,160km,Bansko,Bulgaria,2018-10-05,00:00:00,solo,165.1,10310.0,-10300.0,9,53,53,2018
426,30547,Szlak Orlich Gniazd - Ultra,Szlak Orlich Gniazd - Ultra,KwasniówDolny,Poland,2018-10-05,20:00:00,solo,161.1,2730.0,-2730.0,7,150,58,2018
427,29219,Ultra-Trail del Rincon,UTR 170K,Castielfabib,Spain,2018-10-05,19:00:00,solo,171.9,6890.0,-6890.0,15,45,45,2018
428,31481,NERANG 200 miler,NERANG 100 miler,Nerang,Australia,2018-09-29,06:00:00,solo,161.7,5820.0,-5820.0,6,100,17,2018
429,30505,WUT - Wienerwald Ultra Trail,TITAN-WUT,Purkersdorf,Austria,2018-09-29,06:30:00,solo,163.8,5360.0,-5380.0,15,50,15,2018
430,27193,BEAR 100,BEAR 100,Smithfield,United States,2018-09-28,00:00:00,solo,160.93,6863.0,-6576.0,13,344,344,2018
431,35953,Lycian Way Ultra Marathon,LYUM XXL - 174K,İstanbul,Turkey,2018-09-28,00:00:00,solo,174.4,6070.0,-6390.0,16,15,15,2018
432,34813,Black River Run,100 Miles,Västerås,Sweden,2018-09-22,10:00:00,solo,161.5,1030.0,-1030.0,9,200,59,2018
433,25831,Cotswold Way Century,102 Miles,ChippingCampden,United Kingdom,2018-09-22,12:00:00,solo,165.7,4150.0,-4270.0,10,130,119,2018
434,31635,Waterous Trail On Foot,WTF 100,Dwellingup,Australia,2018-09-22,06:00:00,solo,162.1,3840.0,-3840.0,9,30,20,2018
435,36129,Adamello Ultra-Trail®,Ultra-Trail® - 180 km,Vezzad'Oglio,Italy,2018-09-21,09:00:00,solo,165.0,11380.0,-11380.0,19,86,86,2018
436,31975,Karkloof100,Karkloof100,Howick,South Africa,2018-09-21,22:00:00,solo,157.0,3330.0,-3410.0,9,76,76,2018
437,41957,IDAHO MOUNTAIN TRAIL ULTRA FESTIVAL,100 Mile,,United States,2018-09-15,00:00:00,solo,,,,0,173,173,2018
438,28825,Mogollon Monster 100,MOGOLLON MONSTER 100,Pine,United States,2018-09-15,06:00:00,solo,161.5,5470.0,-5460.0,12,150,69,2018
439,29149,Old Cascadia,100 Mile,BlueRiver,United States,2018-09-15,07:00:00,solo,165.7,8120.0,-8110.0,14,100,10,2018
440,45437,Robin Hood 100,Robin Hood 100,Retford,United Kingdom,2018-09-15,08:00:00,solo,,,,10,113,113,2018
441,36981,RUN RABBIT RUN,100 Hare,,United States,2018-09-15,00:00:00,solo,165.8,6160.0,-6160.0,0,40,40,2018
442,38353,Shinetsu Five Mountains Trail,100 miles,Ohzatagiri,"Myoko, Japan",2018-09-15,19:30:00,solo,164.3,6420.0,-6240.0,9,282,282,2018
443,36617,GARMIN ULTRA RACE STOLOWE MOUNTAINS,Challange 158,RADKÓW,Poland,2018-09-14,06:00:00,solo,77.5,2460.0,-2460.0,11,50,26,2018
444,67712,Pine creek challenge,100Miles,Wellsboro,"PA, United States",2018-09-08,00:00:00,solo,,,,0,40,40,2018
445,36855,PINE TO PALM 100 MILE ENDURANCE RUN,PINE TO PALM 100 MILE ENDURANCE RUN,Ashland,United States,2018-09-08,00:00:00,solo,155.8,5785.0,-5785.0,0,140,140,2018
446,31163,THE GREAT NORTH WALK 100S,100 MILES,Patonga,Australia,2018-09-08,06:00:00,solo,173.3,4870.0,-4870.0,6,200,46,2018
447,37343,Superior Fall Trail Race,100m,Lutsen,United States,2018-09-07,08:00:00,solo,168.0,5200.0,-5060.0,13,168,168,2018
448,25877,SwissPeaks Trail,170K Valais*Wallis,LeBouveret,Switzerland,2018-09-07,13:00:00,solo,165.0,10780.0,-12020.0,13,400,148,2018
449,36961,WASATCH FRONT 100 MILE ENDURANCE RUN,WASATCH FRONT 100 MILE ENDURANCE RUN,,United States,2018-09-07,00:00:00,solo,161.0,8215.0,-7965.0,0,300,300,2018
450,23479,Ultra Tour Monte Rosa,Ultra Tour 170 km,Grächen,Switzerland,2018-09-06,06:00:00,solo,170.0,10990.0,-10990.0,15,200,93,2018
451,23475,Ultra Tour Monte Rosa,4 Stage Race 170 km,Grächen,Switzerland,2018-09-05,06:00:00,solo,171.6,10940.0,-10920.0,11,300,118,2018
452,58003,HEADLANDS HUNDRED,100 miles,,United States,2018-09-02,00:00:00,solo,,,,0,26,26,2018
453,33867,Vadrózsa,Vadrózsa 160,Rózsaszentmárton,Hungary,2018-09-01,06:45:00,solo,159.6,6340.0,-6350.0,17,100,52,2018
454,25073,UTMB®,UTMB®,Chamonix,France,2018-08-31,18:00:00,solo,170.0,9990.0,-9990.0,16,2565,2565,2018
455,28097,Velebit 100 miles,Velebit 100 miles,Zagreb,Croatia,2018-08-31,00:00:00,solo,157.5,6430.0,-6440.0,4,6,6,2018
456,37039,Grand Raid des Pyrénées,Ultra Tour,vielle-Aure,France,2018-08-24,05:00:00,solo,,,,14,240,240,2018
457,26491,Ultra Tour des 4 Massifs,Ut4M160 Xtrem,Grenoble,France,2018-08-24,16:00:00,solo,163.7,10710.0,-10770.0,16,700,270,2018
458,26497,Ultra Tour des 4 Massifs,Ut4M160 Challenge,Grenoble,France,2018-08-23,08:00:00,solo,128.6,8690.0,-8500.0,12,415,415,2018
459,27555,"Beacons 100/50, Beacons Ultra/Marathon - Force12 Events -",Beacons 100,Brecon,United Kingdom,2018-08-18,19:00:00,solo,162.6,6730.0,-6730.0,5,150,18,2018
460,36963,CASCADE CREST 100 MILE ENDURANCE RUN,Cascade Crest 100 Mile Endurance Run,,United States,2018-08-18,00:00:00,solo,161.0,6700.0,-6700.0,0,147,147,2018
461,35411,Habanero Hundred,100M,CatSprings,United States,2018-08-18,12:00:00,solo,157.6,1840.0,-1800.0,0,53,53,2018
462,36235,Leadville Trail 100 Run,Leadville Trial 100 Run,Leadville,United States,2018-08-18,00:00:00,solo,162.2,4490.0,-4480.0,0,378,378,2018
463,29749,Kodiak Ultra Marathons,Kodiak 100 Mile,BigBearLake,United States,2018-08-17,08:00:00,solo,163.8,5210.0,-5220.0,15,104,104,2018
464,35121,Persenk Ultra,PERSENK ULTRA,Asenovgrad,Bulgaria,2018-08-17,18:00:00,solo,157.6,7090.0,-7120.0,13,150,72,2018
465,33955,Mt. Wumeng Ultra Trail,168KM solo,Zhaotong,China,2018-08-11,05:00:00,solo,164.6,7790.0,-7350.0,14,100,14,2018
466,33957,Mt. Wumeng Ultra Trail,168KM team,Zhaotong,China,2018-08-11,05:00:00,team,164.6,7790.0,-7350.0,14,60,6,2018
467,32253,Ute 100 Mile Trail Race,Ute 100 Mile Trail Race,OldLaSal,United States,2018-08-11,03:00:00,solo,159.5,6180.0,-6180.0,9,200,97,2018
468,33781,Chongli100 Ultra Sky Trail Challenge,168 Km,chongji,China,2018-08-10,18:00:00,solo,166.6,7290.0,-7290.0,12,150,48,2018
469,25985,Centurion North Downs Way 100,Centurion North Downs Way 100,farnham,United Kingdom,2018-08-04,06:00:00,solo,168.0,3420.0,-3460.0,14,300,151,2018
470,35965,High Lonesome 100,100M,Nathrop,United States,2018-08-03,06:00:00,solo,160.0,6480.0,-6480.0,12,100,100,2018
471,31671,Ouray 100 Mile Endurance Run,100 Mile,Ouray,United States,2018-08-03,08:00:00,solo,164.8,11420.0,-11420.0,15,120,81,2018
472,27491,Burning River Endurance Run,100 Mile,Hudson,United States,2018-07-28,04:00:00,solo,164.4,2610.0,-2510.0,14,250,160,2018
473,36339,Palisades Ultra Trail Series,Moose 100 Mile,Irwin,United States,2018-07-28,05:00:00,solo,,,,14,26,26,2018
474,28479,The GAX 100 Miles,The GAX 100 Miles,Ystad,Sweden,2018-07-28,08:00:00,solo,160.8,1500.0,-1500.0,3,70,47,2018
475,25599,Chiemgauer 100,100 Mile,Bergen,Germany,2018-07-27,14:00:00,solo,,,,9,150,16,2018
476,31407,Garmin Runfire Salt Lake Ultra Trail,100 Mile,ulukisla,Turkey,2018-07-27,18:00:00,solo,164.5,700.0,-700.0,15,27,27,2018
477,25513,Montreux Trail Festival,MXtrem,Savigny,Switzerland,2018-07-27,06:00:00,solo,161.9,11530.0,-11520.0,15,300,115,2018
478,30443,Vermont 100 Endurance Race,100M,WestWindsor,United States,2018-07-21,04:00:00,solo,158.0,5390.0,-5380.0,19,350,277,2018
479,33133,YOU YANGS Hardcore 100Miler,100 MI,LittleRiver,Australia,2018-07-21,09:00:00,solo,164.2,3280.0,-3280.0,2,33,33,2018
480,31295,Elephant Trail Race,160 Km (100 Mile),PortMacquarie,Australia,2018-07-20,22:00:00,solo,162.4,6930.0,-6930.0,13,35,11,2018
481,35383,HARDROCK 100 ENDURANCE RUN,HARDROCK 100,,United States,2018-07-19,00:00:00,solo,161.8,10365.0,-10365.0,0,115,115,2018
482,19487,Tahoe Rim Trail Endurance Run,100 Mile,Carsoncity,United States,2018-07-14,00:00:00,solo,160.4,6140.0,-6140.0,0,300,142,2018
483,33633,Columbia China Ultra 168-Chongli,168km,Chongli,China,2018-07-13,16:00:00,solo,166.9,8130.0,-8130.0,14,350,177,2018
484,26969,Silverheels Endurance Run,100 Mile,Fairplay,United States,2018-07-07,04:00:00,solo,168.3,4890.0,-4880.0,22,300,25,2018
485,27341,Sinister 7 Ultra,Solo,Blairmore,Canada,2018-07-07,07:00:00,solo,159.9,5720.0,-5740.0,15,1600,84,2018
486,37843,Andorra Ultra Trail Vallnord,Ronda dels cims,Ordino,Andorra,2018-07-06,00:00:00,solo,,,,0,388,388,2018
487,28553,Pen Llyn Ultra 100,Pen Llyn Ultra 100,Pwllheli,United Kingdom,2018-06-23,05:00:00,solo,162.6,3210.0,-3170.0,7,100,1,2018
488,30461,Western States Endurance Run,Western States Endurance Run,Auburn,United States,2018-06-23,00:00:00,solo,161.6,5370.0,-6890.0,21,369,300,2018
489,27531,South Wales 100,South Wales 100,Cardiff,United Kingdom,2018-06-22,19:00:00,solo,167.1,5660.0,-5670.0,11,100,24,2018
490,27977,Ultra Coahuila,100M,Arteaga,Mexico,2018-06-22,14:00:00,solo,159.2,6080.0,-6060.0,12,40,19,2018
491,29115,ULTRA01 by XT,ULTRA01 by XT,OYONNAX,France,2018-06-22,18:00:00,solo,163.3,5010.0,-5010.0,5,200,115,2018
492,28883,X Trail Corrèze Dordogne,Trail des tours par équipes,Argentat,France,2018-09-22,09:00:00,team,48.4,2010.0,-2300.0,4,400,76,2018
493,28905,Ultra-Trail® Gaspesia 100,100 miles,Percé,Canada,2018-06-16,05:00:00,solo,159.1,4010.0,-4020.0,21,25,5,2018
494,41965,Bighorn Trail Run,100M,Sheridan,United States,2018-06-15,11:00:00,solo,167.3,6740.0,-6800.0,7,360,166,2018
495,26955,Ultra-Trail® Malopolska,UTM 170,KasinkaMala,Poland,2018-06-15,17:00:00,solo,172.8,8870.0,-8870.0,11,100,49,2018
496,27329,Ultra-Trail® Malopolska,UTM 170 NA RATY,KasinkaMala,Poland,2018-06-15,06:00:00,solo,170.0,8650.0,-8650.0,9,50,7,2018
497,25983,Centurion South Downs Way 100,Centurion South Downs Way 100,Worthing,United Kingdom,2018-06-09,06:00:00,solo,155.9,3390.0,-3440.0,14,300,223,2018
498,32169,Laulasmaa Ultra,Laulasmaa Ultra 8 loops,Laulasmaa,Estonia,2018-06-09,10:00:00,solo,170.5,1880.0,-1880.0,56,3,3,2018
499,33511,Oh Meu Deus,100 Milhas OMD,Seia,Portugal,2018-06-08,16:00:00,solo,172.3,7530.0,-7530.0,13,85,45,2018
500,24339,SAN DIEGO 100,San Diego 100,Oceanside,United States,2018-06-08,06:00:00,solo,161.3,3950.0,-3950.0,15,250,151,2018
501,29705,Kettle Moraine 100,100 Mile,LaGrange,United States,2018-06-02,06:00:00,solo,160.9,2660.0,-2660.0,12,400,182,2018
502,34375,OLD DOMINION 100 MILE,OLD DOMINION 100 MILE,,United States,2018-06-02,00:00:00,solo,161.0,4270.0,-4270.0,0,55,55,2018
503,28367,Bryce Canyon,100 Mile,Hatch,United States,2018-06-01,00:00:00,solo,158.1,4770.0,-4800.0,13,300,63,2018
504,26029,Chicamocha Canyon Race,100 miles,SanGil,Colombia,2018-06-01,22:00:00,solo,164.6,7090.0,-7070.0,14,100,63,2018
505,24505,Jurassic Coast 100,100 miles,Swanage,United Kingdom,2018-06-01,10:00:00,solo,168.2,4740.0,-4740.0,14,50,32,2018
506,34049,Scout Mountain Ultras,162K,Pocatello,United States,2018-06-01,12:00:00,solo,162.2,6320.0,-6300.0,11,38,38,2018
507,24871,The Arctic Triple Lofoten Ultra-Trail®,100 Miles,SVOLVÆR,Norway,2018-06-01,12:00:00,solo,165.1,6610.0,-6610.0,10,31,31,2018
508,24465,6th Elton Volgabus Ultra-Trail®,Ultimate 100 miles,Eltonvillage,Russia,2018-05-26,20:00:00,solo,163.6,250.0,-250.0,8,80,65,2018
509,24989,Nuts Karhunkierros,160K,Kuusamo,Finland,2018-05-25,12:00:00,solo,167.5,2570.0,-2570.0,7,64,64,2018
510,34511,Fiambala Desert Trail,ULTRA DESERT TRAIL X 5 DIAS,Fiambala,Argentina,2018-05-22,10:00:00,solo,169.6,3540.0,-3250.0,12,64,64,2018
511,26021,Soria Moria til Verdens Ende,Soria Moria til Verdens Ende,VerdensEnde,Norway,2018-05-19,10:00:00,solo,161.5,3310.0,-3770.0,3,200,37,2018
512,35067,Trainic-World in Sainokuni,100mile,Ogose,Japan,2018-05-19,07:00:00,solo,174.6,9760.0,-9760.0,16,200,36,2018
513,27217,Hardcore Hundred Miles Trail Ultramarathon,Hardcore Hundred Miles Trail Ultramarathon,Kayapa,Philippines,2018-05-17,23:00:00,solo,161.9,11840.0,-11860.0,11,100,91,2018
514,27737,Penang Eco 100,100 miles,BukitMertajam,Malaysia,2018-05-12,04:00:00,solo,166.5,4250.0,-4260.0,15,40,21,2018
515,28853,Pembrokeshire Ultramarathons,100,StDogmaels,United Kingdom,2018-05-11,08:00:00,solo,162.0,5550.0,-5550.0,7,100,16,2018
516,30857,Ultra-Trail Snowdonia,UTS-100,CapelCurig,United Kingdom,2018-05-11,17:00:00,solo,168.1,10220.0,-10220.0,15,100,46,2018
517,22655,Centurion Thames Path 100,Centurion Thames Path 100,London,United Kingdom,2018-05-05,10:00:00,solo,161.2,3210.0,-3160.0,13,300,183,2018
518,32709,Hubert 100 Miles,Hubert 100 Miles,ClarenceGardens,Australia,2018-05-05,10:00:00,solo,155.4,2350.0,-2350.0,9,100,16,2018
519,50503,MASSANUTTEN MOUNTAIN TRAILS 100 MILE RUN,MASSANUTTEN MOUNTAIN TRAILS 100 MILE RUN,,United States,2018-05-05,00:00:00,solo,162.5,5420.0,-5420.0,0,126,126,2018
520,32405,Salomon Hammer Trail,100 Miles,allinge,Denmark,2018-05-04,10:00:00,solo,156.0,6000.0,-6620.0,12,500,11,2018
521,29411,Aktivitus Trailrace,Ultra-Trail®,Jonsered,Sweden,2018-04-28,05:00:00,solo,164.8,3040.0,-3040.0,8,50,22,2018
522,31117,Altra100,100 Mile,Banaue,Philippines,2018-04-27,15:00:00,solo,160.3,10380.0,-10900.0,14,35,1,2018
523,33343,Ultra-Trail Mt. Fuji,UTMF,Fuji,Japan,2018-04-27,15:00:00,solo,167.4,7610.0,-7680.0,9,1480,1480,2018
524,32307,Ultra-Trail® Drakensberg,UTD 160,Underberg,South Africa,2018-04-27,12:00:00,solo,166.0,5850.0,-6980.0,8,21,21,2018
525,25257,Täby Extreme Challenge,TEC 100 Miles,Täby,Sweden,2018-04-21,10:00:00,solo,159.1,1640.0,-1640.0,13,150,95,2018
526,28221,Zion,100 Mile,Virgin,United States,2018-04-20,06:00:00,solo,160.5,3760.0,-3760.0,15,300,155,2018
527,28659,Mustang Trail Race,Mustang Trail Race,Kathmandu,Nepal,2018-04-17,08:00:00,solo,168.3,9870.0,-9170.0,8,30,18,2018
528,29375,Jiangnan100 Ultra Trail,168Km,Ningbo,China,2018-04-13,14:00:00,solo,157.1,8110.0,-8100.0,13,100,72,2018
529,37333,Zumbro Endurance Run,100m,Theilman,United States,2018-04-13,08:00:00,solo,159.8,4210.0,-4210.0,22,20,20,2018
530,23711,100 Miles Of Istria,RED,Umag,Croatia,2018-04-06,16:00:00,solo,168.0,6540.0,-6820.0,12,600,373,2018
531,24677,Patagonia Run,100 Millas,SanMartinDeLosAndes,Argentina,2018-04-06,13:00:00,solo,163.0,6600.0,-6580.0,16,152,152,2018
532,31813,Lost Island Ultra,The Vodafone Lost Island Ultra,Nadi,Fiji,2018-04-03,06:00:00,solo,166.2,4800.0,-4420.0,14,100,50,2018
533,33283,UMSTEAD 100,100 Mi,,United States,2018-04-01,00:00:00,solo,,,,0,114,114,2018
534,26593,Badger Mountain Challenge,100 Mile,Kennewick,United States,2018-03-30,07:00:00,solo,158.4,4510.0,-4500.0,18,58,58,2018
535,26611,Victoria 162,3-day Race,HongKong,"Hong Kong, China",2018-03-29,09:00:00,solo,163.7,7160.0,-7150.0,21,100,12,2018
536,30051,Ultra Trail Huang Shan,170 Km,Huangshan,China,2018-03-23,06:30:00,solo,167.5,9210.0,-9200.0,15,90,39,2018
537,32135,Northburn 100 Miler,100 Mile,Cromwell,New Zealand,2018-03-17,06:00:00,solo,162.6,10010.0,-10030.0,12,57,57,2018
538,39363,Antelope Island Buffalo Run,100 Mile,Syracuse,United States,2018-03-16,00:00:00,solo,,,,17,75,66,2018
539,21815,Gaoligong by UTMB,MGU,Tengchong,China,2018-03-09,20:00:00,solo,160.0,8400.0,-8417.0,17,400,385,2018
540,22431,Addo Elephant Trail Run,100 Mile,Addo,South Africa,2018-03-02,14:00:00,solo,161.2,5640.0,-5130.0,17,100,52,2018
541,30645,Antelope Canyon,100 Mile,Page,United States,2018-02-23,06:00:00,solo,159.5,1740.0,-1740.0,10,300,21,2018
542,26219,La Misión,160 Km,SanMartíndelosAndes,Argentina,2018-02-22,10:00:00,solo,163.9,6810.0,-6800.0,2,200,51,2018
543,31523,Les Traces du Nord Basse-Terre,L'Ultra-Trail®,Petit-Bourg,France,2018-02-16,18:30:00,solo,155.4,6290.0,-6300.0,14,400,10,2018
544,41165,Lone Star 100,100M,ElPaso,United States,2018-02-10,05:00:00,solo,158.6,5930.0,-5850.0,9,41,41,2018
545,28897,Tarawera 100 Mile Endurance Run,Tarawera 100 Mile Endurance Run,Rotorua,New Zealand,2018-02-10,04:00:00,solo,164.1,5520.0,-5520.0,10,200,124,2018
546,24785,Rocky Raccoon,100 Mile,Huntsville,United States,2018-02-03,00:00:00,solo,158.2,1970.0,-1970.0,19,500,201,2018
547,25477,Run The Rann,RTR 161 Km,Dholavira,India,2018-02-03,07:00:00,solo,160.4,2310.0,-2290.0,10,32,32,2018
