,race_year_id,event,race,city,country,date,start_time,participation,distance,elevation_gain,elevation_loss,aid_stations,participants
876,12605.0,LOST SOUL ULTRAMARATHON,LOST SOUL ULTRA 100 MILES,Lethbridge,Canada,2015-09-11,08:00:00,solo,161.1,5535.0,-5535.0,6.0,0.0
877,10903.0,WASATCH FRONT 100 MILE ENDURANCE RUN,WASATCH FRONT 100 MILE ENDURANCE RUN,,United States,2015-09-11,00:00:00,solo,161.0,8215.0,-7965.0,0.0,0.0
878,10754.0,Desafio Extremo Estrada Real 100 Milhas De Sabarabuçu,160 Km,Caete,Brazil,2015-09-05,07:00:00,solo,161.0,5153.0,-4821.0,7.0,100.0
879,10291.0,SUPERIOR TRAIL RACES,SUPERIOR SAWTOOTH 100 MILE TRAIL RUN,Lutsen,United States,2015-09-04,00:00:00,solo,166.0,5099.0,-4952.0,0.0,0.0
880,10148.0,THE GREAT NASEBY WATER RACE,THE GREAT NASEBY WATER RACE - 160KM,Dunedin,New Zealand,2015-08-28,12:00:00,solo,162.7,2350.0,-2350.0,31.0,50.0
881,8592.0,Ultra-Trail Du Mont-Blanc®,UTMB®,Chamonix,France,2015-08-28,00:00:00,solo,169.6,10060.0,-10060.0,16.0,0.0
882,10854.0,CASCADE CREST 100 MILE ENDURANCE RUN,CASCADE CREST 100 MILE ENDURANCE RUN,,United States,2015-08-22,00:00:00,solo,161.0,6700.0,-6700.0,0.0,0.0
884,12710.0,Le Grand Raid Des Pyrénées,GRP160 Ultra,vielle-Aure,France,2015-08-21,00:00:00,solo,161.35,9536.0,-9536.0,0.0,0.0
885,10170.0,Rampage The Roots,Ghosts Of Yellowstone 100M,Pony,United States,2015-08-21,06:00:00,solo,166.0,7130.0,-7120.0,15.0,100.0
886,8392.0,Centurion North Downs Way 100,Centurion North Downs Way 100,farnham,United Kingdom,2015-08-08,00:00:00,solo,170.2,3490.0,-3520.0,14.0,0.0
887,9715.0,Silverheels Endurance Run,100 Mile,Fairplay,United States,2015-08-08,00:00:00,solo,165.1,5060.0,-5060.0,21.0,0.0
888,10757.0,Angeles Crest 100 Mile Endurance Run,Angeles Crest 100 Mile Endurance Run,Arcadia,United States,2015-08-01,00:00:00,solo,160.8,6350.0,-7770.0,0.0,0.0
889,8728.0,Burning River Endurance Run,100 Mile,Hudson,United States,2015-07-25,00:00:00,solo,163.0,2470.0,-2470.0,20.0,0.0
890,12158.0,Chiemgauer 100,100 Mile,Bergen,Germany,2015-07-24,00:00:00,solo,160.0,7500.0,-7500.0,9.0,0.0
891,10801.0,LAKELAND,LAKELAND 100,,United Kingdom,2015-07-24,00:00:00,solo,161.0,6300.0,-6300.0,0.0,0.0
892,10515.0,Vermont 100 Endurance Race,100M,WestWindsor,United States,2015-07-19,04:00:00,solo,162.2,4469.0,-4459.0,25.0,0.0
893,10417.0,YOU YANGS,YOU YANGS 100 MI,LittleRiver,Australia,2015-07-19,00:00:00,solo,158.5,2958.0,-2958.0,2.0,21.0
894,10158.0,Tahoe Rim Trail Endurance Run,100 Mile,Carsoncity,United States,2015-07-18,00:00:00,solo,162.7,6145.0,-6145.0,0.0,0.0
895,9651.0,Sinister 7 Ultra,Solo,Blairmore,Canada,2015-07-11,00:00:00,solo,155.3,4300.0,-4270.0,15.0,0.0
896,10491.0,HARDROCK 100 ENDURANCE RUN,100Mi CC,,United States,2015-07-10,00:00:00,solo,161.8,10365.0,-10365.0,0.0,0.0
897,9743.0,SALOMON 4 TRAILS,SALOMON 4 TRAILS,,Germany,2015-07-08,00:00:00,solo,161.0,9288.0,-9380.0,12.0,0.0
898,8513.0,The GAX 100 Miles,The GAX 100 Miles,Ystad,Sweden,2015-07-04,00:00:00,solo,160.7,1600.0,-1590.0,5.0,0.0
899,9084.0,Western States Endurance Run,Western States Endurance Run,Auburn,United States,2015-06-27,00:00:00,solo,160.3,5950.0,-7490.0,21.0,0.0
900,10432.0,BLACK HILLS 100,BLACK HILLS 100 - 100 MILES,,United States,2015-06-26,00:00:00,solo,161.0,4950.0,-4950.0,0.0,0.0
901,10508.0,Andorra Ultra Trail Vallnord,ANDORRA RONDA DELS CIMS,Ordino,Andorra,2015-06-25,00:00:00,solo,171.0,13000.0,-13000.0,0.0,0.0
902,10031.0,Mohican Trail,THE NORTH FACE MOHICAN TRAIL 100M,Loudonville,United States,2015-06-20,00:00:00,solo,161.0,3425.0,-3425.0,0.0,0.0
903,10377.0,Bighorn Trail Run,100M,Sheridan,United States,2015-06-18,00:00:00,solo,161.3,5500.0,-5500.0,0.0,0.0
904,8215.0,Centurion South Downs Way 100,Centurion South Downs Way 100,Worthing,United Kingdom,2015-06-13,00:00:00,solo,156.7,3390.0,-3440.0,14.0,0.0
905,9999.0,Chicamocha Run,167 Km,CUNDINAMARCA,Colombia,2015-06-06,08:00:00,solo,169.1,7779.0,-7756.0,6.0,0.0
906,9784.0,Kettle Moraine 100,100 Mile,LaGrange,United States,2015-06-06,00:00:00,solo,163.8,3720.0,-3720.0,22.0,0.0
907,10341.0,OLD DOMINION 100 MILE,OLD DOMINION 100 MILE,,United States,2015-06-06,00:00:00,solo,161.0,4270.0,-4270.0,0.0,0.0
908,9953.0,SAN DIEGO 100,San Diego 100,Oceanside,United States,2015-06-06,06:00:00,solo,159.5,3617.0,-3617.0,15.0,0.0
909,9876.0,Bryce Canyon,100 Mile,Hatch,United States,2015-06-05,00:00:00,solo,159.4,4800.0,-4800.0,13.0,0.0
910,8839.0,Oh Meu Deus,K160+,Seia,Portugal,2015-06-05,00:00:00,solo,161.9,5030.0,-5030.0,12.0,0.0
911,10297.0,Trail Karpatia,Trail Karpatia,Volovets,Ukraine,2015-05-30,11:00:00,solo,164.7,8860.0,-8860.0,5.0,80.0
912,8484.0,WEST HIGHLAND WAY CHALLENGE RACE,WEST HIGHLAND WAY CHALLENGE RACE,Doune,United Kingdom,2015-05-30,00:00:00,solo,155.3,4060.0,-4110.0,7.0,0.0
913,9185.0,Borås Ultra Marathon,BUM 100 Miles,Borås,Sweden,2015-05-29,00:00:00,solo,158.8,3100.0,-3180.0,10.0,0.0
914,10549.0,SULPHUR SPRINGS,SULPHUR SPRINGS 100 MILES,Ancaster,Canada,2015-05-23,00:00:00,solo,161.0,3220.0,-3220.0,0.0,0.0
915,8254.0,HARDCORE HUNDRED MILES,100 MILES,Kayapa,Philippines,2015-05-22,00:00:00,solo,160.0,11128.0,-11137.0,11.0,0.0
916,8152.0,NUTS Karhunkierros,160k,Kuusamo,Finland,2015-05-21,00:00:00,solo,162.4,1730.0,-1720.0,7.0,0.0
917,10164.0,MASSANUTTEN MOUNTAIN TRAILS 100 MILE RUN,MASSANUTTEN MOUNTAIN TRAILS 100 MILE RUN,,United States,2015-05-16,00:00:00,solo,162.5,5420.0,-5420.0,0.0,0.0
918,8213.0,Via Natura,100 Meilen Ultra Trail,,Austria,2015-05-15,00:00:00,solo,166.1,7370.0,-7370.0,9.0,0.0
919,10790.0,GWINT ULTRA,GWINT ULTRA CROSS 110 MI,,Poland,2015-05-09,00:00:00,solo,160.0,3200.0,-3200.0,0.0,0.0
920,7980.0,Centurion Thames Path 100,Centurion Thames Path 100,London,United Kingdom,2015-05-02,00:00:00,solo,161.0,1600.0,-1600.0,13.0,0.0
921,7974.0,Salomon Hammer Trail,100 Miles,allinge,Denmark,2015-05-01,00:00:00,solo,161.5,5840.0,-5840.0,12.0,0.0
922,10026.0,INDIANA TRAIL 100,INDIANA TRAIL 100 MILE,Albion,United States,2015-04-25,00:00:00,solo,161.0,4000.0,-4000.0,0.0,0.0
923,9451.0,Ehunmilak Ultra-Trail®,Ehunmilak Ultra-Trail®,Beasain,Spain,2015-04-20,00:00:00,solo,171.5,10090.0,-10090.0,16.0,0.0
924,7754.0,100 Miles Of Istria,100 Miles,Umag,Croatia,2015-04-17,00:00:00,solo,169.0,6270.0,-6560.0,12.0,0.0
925,9963.0,Täby Extreme Challenge,TEC 100 Miles,Täby,Sweden,2015-04-11,00:00:00,solo,159.5,2510.0,-2520.0,13.0,150.0
926,11132.0,ZUMBRO 100,ZUMBRO 100 MILE ENDURANCE RUN,,United States,2015-04-10,00:00:00,solo,161.0,4283.0,-4286.0,0.0,0.0
927,9875.0,Zion,100 Mile,Virgin,United States,2015-04-03,00:00:00,solo,156.7,3690.0,-3690.0,0.0,0.0
928,9810.0,UMSTEAD 100,UMSTEAD 100,,United States,2015-03-28,00:00:00,solo,161.0,2450.0,-2450.0,0.0,0.0
929,9817.0,Badger Mountain Challenge,100 Mile,Kennewick,United States,2015-03-27,07:00:00,solo,156.7,4760.0,-4790.0,15.0,65.0
930,9858.0,Antelope Island Buffalo Run,100 Mile,Syracuse,United States,2015-03-21,00:00:00,solo,161.0,3600.0,-3600.0,0.0,0.0
931,9882.0,Monument Valley,100 Mile,MonumentValley,United States,2015-03-13,00:00:00,solo,161.0,2400.0,-2400.0,13.0,0.0
932,9530.0,Antelope Canyon,100 Mile,Page,United States,2015-02-21,00:00:00,solo,161.0,1900.0,-1900.0,13.0,0.0
933,7484.0,Le TREG® Ennedi Trail,LE TREG®,Fada,Chad,2015-02-06,00:00:00,solo,175.0,2250.0,-2200.0,8.0,0.0
934,9193.0,Coldwater Rumble,100 Miles,Goodyear,United States,2015-01-24,00:00:00,solo,160.9,2918.0,-2918.0,0.0,0.0
935,9189.0,HURT 100,HURT 100 MILE ENDURANCE RUN,,United States,2015-01-17,00:00:00,solo,161.0,8200.0,-8200.0,0.0,0.0
936,9103.0,Montane Spine,Challenger,Edale,United Kingdom,2015-01-10,00:00:00,solo,170.5,4748.0,-4744.0,4.0,0.0
937,9418.0,Brazos Bend 100,100M,Needville,United States,2014-12-13,00:00:00,solo,156.6,1360.0,-1360.0,0.0,0.0
938,8257.0,Alpine Challenge,100 Mile Individual,BerrysCreek,Australia,2014-11-29,04:30:00,solo,161.4,7302.0,-7321.0,4.0,100.0
939,7267.0,HK168,Full 168,TaiMeiTuk,"Hong Kong, China",2014-11-28,00:00:00,solo,168.0,5400.0,-5400.0,0.0,0.0
940,7134.0,CHIMERA 100,CHIMERA 100 MILES,,United States,2014-11-15,00:00:00,solo,155.0,6520.0,-6520.0,0.0,0.0
942,7135.0,RIO DEL LAGO 100,RIO DEL LAGO 100 MILES,,United States,2014-11-08,00:00:00,solo,166.9,3300.0,-3300.0,19.0,0.0
943,8089.0,Bromo Tengger Semeru 100 Ultra,BTS 170K,Bogor,Indonesia,2014-11-07,00:00:00,solo,171.7,8570.0,-8560.0,15.0,0.0
944,7253.0,Javelina Jundred,100 Miles,FortMcDowell,United States,2014-11-01,00:00:00,solo,162.9,1960.0,-1960.0,0.0,0.0
945,7251.0,OZARK 100 MILE ENDURANCE RUN,OZARK 100 MILE ENDURANCE RUN,Shawnee,United States,2014-11-01,00:00:00,solo,161.0,4500.0,-4500.0,12.0,0.0
946,8668.0,PINHOTI 100,PINHOTI 100 MILES,Sylacauga,United States,2014-11-01,00:00:00,solo,161.9,4930.0,-5060.0,0.0,0.0
947,7114.0,Cactus Rose,100 Mile,Bandera,United States,2014-10-25,00:00:00,solo,161.0,4400.0,-4400.0,20.0,0.0
948,7093.0,Le Grand Raid De La Réunion,Le Grand Raid De La Réunion,SaintDenis,France,2014-10-23,00:00:00,solo,172.6,9996.0,-9996.0,0.0,0.0
949,6692.0,Ultra Marathon Sovev Emek,166 Km,36581,,2014-10-23,00:00:00,solo,166.0,2235.0,-2224.0,0.0,0.0
950,7558.0,Centurion Autumn 100,Centurion Autumn 100,GoringOnThames,United Kingdom,2014-10-18,00:00:00,solo,162.4,2130.0,-2140.0,15.0,0.0
951,8186.0,The North Face Endurance Challenge Chile,160 Km,Huechuraba,Chile,2014-10-18,00:00:00,solo,160.0,8465.0,-8130.0,16.0,0.0
952,6919.0,Ultima Frontera Trail,ULTIMA FRONTERA 166,Loja,Spain,2014-10-18,00:00:00,solo,168.2,4600.0,-4600.0,0.0,0.0
953,6857.0,Rodopi Advendurun,100 miles,Haidou,Greece,2014-10-17,00:00:00,solo,164.1,6610.0,-6610.0,0.0,115.0
954,7485.0,Eco Trail Vie Di San Francesco,ECO TRAIL VIE DI SAN FRANCESCO - LONG WAY,,Italy,2014-10-12,00:00:00,solo,173.0,7100.0,-7100.0,0.0,0.0
955,8832.0,100 Miles Sud De France,100 Miles,bolquere,France,2014-10-10,00:00:00,solo,162.8,7500.0,-5700.0,0.0,0.0
956,7717.0,Raleigh Challenge - Wilson Trail,RALEIGH CHALLENGE - WILSON TRAIL TORNADO,,China,2014-10-10,00:00:00,team,173.2,7950.0,-7950.0,8.0,0.0
957,7771.0,Ultra-Trail del Rincon,UTR 170K,Castielfabib,Spain,2014-10-10,00:00:00,solo,168.0,6610.0,-6610.0,15.0,0.0
958,12136.0,Cloudsplitter 100,100 Mile,Norton,United States,2014-10-04,08:00:00,solo,166.8,7710.0,-7710.0,10.0,50.0
959,11207.0,Oil Creek 100 Trail Runs,OIL CREEK 100 MILES,,United States,2014-10-04,00:00:00,solo,162.3,5420.0,-5420.0,0.0,0.0
960,8553.0,Grindstone 100,Grindstone 100,Swoope,United States,2014-10-03,00:00:00,solo,160.0,6990.0,-6990.0,15.0,0.0
961,6696.0,MAGREDI MOUNTAIN TRAIL,MAGREDI MOUNTAIN TRAIL 100 MI (MMT 100 MILE),Fontanafredda,Italy,2014-10-03,00:00:00,solo,157.8,6548.0,-6548.0,0.0,0.0
962,7608.0,Cotswold Way Century,100 Miles,ChippingCampden,United Kingdom,2014-09-27,00:00:00,solo,164.6,4090.0,-4200.0,10.0,0.0
963,8199.0,Mountain Lakes 100,Mountain Lakes 100,OlallieLake,United States,2014-09-27,08:00:00,solo,155.6,3625.0,-3615.0,16.0,150.0
964,7122.0,BEAR 100,BEAR 100,Smithfield,United States,2014-09-26,00:00:00,solo,156.8,6550.0,-6200.0,0.0,0.0
966,6852.0,Black River Run,100 Miles,Västerås,Sweden,2014-09-20,00:00:00,solo,161.0,2400.0,-2400.0,30.0,0.0
967,7120.0,IDAHO MOUNTAIN TRAIL ULTRA FESTIVAL,100 mile,,United States,2014-09-20,00:00:00,solo,161.5,6810.0,-6810.0,0.0,0.0
968,8847.0,St Oswald's Ultra,100 Mile,Chollerford,United Kingdom,2014-09-20,00:00:00,solo,164.4,2160.0,-2200.0,13.0,0.0
969,7121.0,Virgil Crest Ultras,100M,,United States,2014-09-20,00:00:00,solo,161.6,6100.0,-6100.0,0.0,0.0
970,6742.0,Kodiak Ultra Marathon,KODIAK 100 MI,BigBearLake,United States,2014-09-19,00:00:00,solo,156.8,5328.0,-5328.0,0.0,0.0
971,7681.0,Glasshouse 100,GLASSHOUSE - 100 miles,,Australia,2014-09-13,00:00:00,solo,159.9,2409.0,-2397.0,20.0,0.0
972,7199.0,HEADLANDS HUNDRED,HEADLANDS HUNDRED 100 MILE ENDURANCE RUN,,United States,2014-09-13,00:00:00,solo,161.0,6120.0,-6120.0,0.0,0.0
973,7090.0,L'Infernal Trail Des Vosges,160 Km,SaintNabord,France,2014-09-13,00:00:00,solo,171.6,6555.0,-6555.0,0.0,0.0
974,7109.0,PINE TO PALM 100 MILE ENDURANCE RUN,PINE TO PALM 100 MILE ENDURANCE RUN,Ashland,United States,2014-09-13,00:00:00,solo,161.0,6095.0,-6095.0,0.0,0.0
975,7126.0,PLAIN 100 MILE ENDURANCE RUN,PLAIN 100 MILE ENDURANCE RUN,,United States,2014-09-13,00:00:00,solo,161.0,7850.0,-7850.0,0.0,0.0
976,7594.0,THE GREAT NORTH WALK 100S,100 MILES,Patonga,Australia,2014-09-13,00:00:00,solo,175.0,6130.0,-6144.0,6.0,0.0
977,7117.0,RUN RABBIT RUN,RUN RABBIT RUN 100 HARE,,United States,2014-09-12,00:00:00,solo,165.8,6160.0,-6160.0,0.0,0.0
978,8319.0,RUN RABBIT RUN,RUN RABBIT RUN 100 TORTOISE RUN,,United States,2014-09-12,00:00:00,solo,165.8,6155.0,-6155.0,0.0,0.0
979,8140.0,Haliburton Forest Trail Race,HALIBURTON FOREST TRAIL RACE - 100 miles,,Canada,2014-09-07,00:00:00,solo,161.0,3120.0,-3120.0,23.0,0.0
980,8367.0,LOST SOUL ULTRAMARATHON,LOST SOUL ULTRA 100 MILES,Lethbridge,Canada,2014-09-06,08:00:00,solo,161.1,5535.0,-5535.0,6.0,0.0
981,6418.0,SUPERIOR TRAIL RACES,SUPERIOR SAWTOOTH 100 MILE TRAIL RUN,Lutsen,United States,2014-09-05,00:00:00,solo,165.0,6100.0,-6400.0,0.0,0.0
982,7118.0,WASATCH FRONT 100 MILE ENDURANCE RUN,WASATCH FRONT 100 MILE ENDURANCE RUN,,United States,2014-09-05,00:00:00,solo,161.0,8215.0,-7965.0,0.0,0.0
983,8130.0,THE GREAT NASEBY WATER RACE,THE GREAT NASEBY WATER RACE - 160KM,Dunedin,New Zealand,2014-08-29,00:00:00,solo,162.7,2350.0,-2350.0,31.0,0.0
984,6558.0,Ultra-Trail Du Mont-Blanc®,UTMB®,Chamonix,France,2014-08-29,00:00:00,solo,167.7,9618.0,-9618.0,16.0,0.0
985,7130.0,CASCADE CREST 100 MILE ENDURANCE RUN,CASCADE CREST 100 MILE ENDURANCE RUN,,United States,2014-08-23,00:00:00,solo,161.0,6700.0,-6700.0,0.0,0.0
986,7047.0,Le Grand Raid Des Pyrénées,GRP160 Ultra,vielle-Aure,France,2014-08-22,00:00:00,solo,164.0,9808.0,-9808.0,0.0,0.0
987,7091.0,Ultra Tour Des 4 Massifs,Ut4M 160,Grenoble,France,2014-08-22,00:00:00,solo,165.4,10550.0,-10550.0,0.0,0.0
989,6241.0,Centurion North Downs Way 100,Centurion North Downs Way 100,farnham,United Kingdom,2014-08-09,00:00:00,solo,173.5,2460.0,-2500.0,0.0,0.0
990,7110.0,Angeles Crest 100 Mile Endurance Run,Angeles Crest 100 Mile Endurance Run,Arcadia,United States,2014-08-02,00:00:00,solo,160.8,6350.0,-7770.0,0.0,0.0
991,7124.0,Burning River Endurance Run,100 Mile,Hudson,United States,2014-08-02,00:00:00,solo,163.0,2470.0,-2470.0,20.0,0.0
992,8268.0,Peak2Peak Ultra,168 Km,Singapore,Singapore,2014-08-02,00:00:00,team,168.0,6406.0,-6420.0,1.0,0.0
993,6974.0,Chiemgauer 100,100 Mile,Bergen,Germany,2014-07-25,00:00:00,solo,160.0,7500.0,-7500.0,0.0,0.0
994,8321.0,LAKELAND,LAKELAND 100,,United Kingdom,2014-07-25,00:00:00,solo,161.0,6300.0,-6300.0,0.0,0.0
995,8441.0,YOU YANGS,YOU YANGS 100 MI,LittleRiver,Australia,2014-07-20,00:00:00,solo,158.5,2960.0,-2960.0,2.0,0.0
996,8576.0,OSJ Ontake Ultra-Trail®?,100 Miles,Otaki,Japan,2014-07-19,00:00:00,solo,155.0,4200.0,-4200.0,0.0,0.0
997,7129.0,Tahoe Rim Trail Endurance Run,100 Mile,Carsoncity,United States,2014-07-19,00:00:00,solo,161.0,6030.0,-6030.0,0.0,0.0
998,7119.0,Vermont 100 Endurance Race,100M,WestWindsor,United States,2014-07-19,00:00:00,solo,161.0,4290.0,-4290.0,20.0,0.0
999,6572.0,The GAX 100 Miles,The GAX 100 Miles,Ystad,Sweden,2014-07-12,00:00:00,solo,161.0,1187.0,-1188.0,0.0,0.0
1000,8120.0,Andorra Ultra Trail Vallnord,ANDORRA RONDA DELS CIMS,Ordino,Andorra,2014-07-11,00:00:00,solo,171.0,13000.0,-13000.0,0.0,0.0
1001,6593.0,Ehunmilak Ultra-Trail®,Ehunmilak Ultra-Trail®,Beasain,Spain,2014-07-11,00:00:00,solo,171.4,10090.0,-10090.0,15.0,0.0
1002,7133.0,HARDROCK 100 ENDURANCE RUN,HARDROCK 100,,United States,2014-07-11,00:00:00,solo,161.8,10365.0,-10365.0,0.0,0.0
1003,7081.0,Sinister 7 Ultra,Solo,Blairmore,Canada,2014-07-05,00:00:00,solo,161.0,5687.0,-5676.0,0.0,0.0
1004,6979.0,TRANSJURA,TRANSJURA - BASIC,,Poland,2014-07-04,00:00:00,solo,164.0,3500.0,-3500.0,0.0,0.0
1005,5627.0,Western States Endurance Run,Western States Endurance Run,Auburn,United States,2014-06-28,00:00:00,solo,161.0,5510.0,-7000.0,0.0,0.0
1006,7194.0,BLACK HILLS 100,BLACK HILLS 100 - 100 MILES,,United States,2014-06-27,00:00:00,solo,161.0,4950.0,-4950.0,0.0,0.0
1007,8040.0,Mohican Trail,THE NORTH FACE MOHICAN TRAIL 100M,Loudonville,United States,2014-06-21,00:00:00,solo,161.0,3425.0,-3425.0,0.0,0.0
1008,7127.0,Bighorn Trail Run,100M,Sheridan,United States,2014-06-19,00:00:00,solo,161.3,5500.0,-5500.0,0.0,0.0
1009,7131.0,Bryce Canyon,100 Mile,Hatch,United States,2014-06-14,00:00:00,solo,161.0,4200.0,-4200.0,0.0,0.0
1010,6661.0,Centurion South Downs Way 100,Centurion South Downs Way 100,Worthing,United Kingdom,2014-06-14,00:00:00,solo,156.7,3390.0,-3440.0,14.0,0.0
1011,6736.0,COUREURS CELESTES,LA GRANDE RANDONNEE CELESTE,,Belgium,2014-06-07,00:00:00,solo,160.0,5000.0,-5000.0,0.0,0.0
1012,7132.0,Kettle Moraine 100,100 Mile,LaGrange,United States,2014-06-07,00:00:00,solo,161.9,2682.0,-2682.0,0.0,0.0
1013,7989.0,OLD DOMINION 100 MILE,OLD DOMINION 100 MILE,,United States,2014-06-07,00:00:00,solo,161.0,4270.0,-4270.0,0.0,0.0
1014,7108.0,SAN DIEGO 100,San Diego 100,Oceanside,United States,2014-06-07,00:00:00,solo,160.9,4790.0,-4790.0,0.0,0.0
1015,7060.0,Thy Ultra Trail,THY ULTRA-TRAIL 100 MILES,Snedsted,Denmark,2014-06-07,00:00:00,solo,163.0,600.0,-600.0,0.0,0.0
1016,9040.0,Trail Karpatia,Trail Karpatia,Volovets,Ukraine,2014-06-07,00:00:00,solo,170.0,8120.0,-7950.0,3.0,0.0
1017,6840.0,Oh Meu Deus,K160+,Seia,Portugal,2014-06-06,00:00:00,solo,166.27,7105.0,-7108.0,0.0,0.0
1018,7517.0,Chicamocha Run,167 Km,CUNDINAMARCA,Colombia,2014-05-31,00:00:00,solo,169.8,7940.0,-7917.0,6.0,0.0
1019,6227.0,Le Grand Raid 6666,Grand Raid 6666,Roquebrun,France,2014-05-30,00:00:00,solo,164.8,9849.0,-9954.0,0.0,0.0
1020,8179.0,LDWA 100,LDWA - THE VALLEYS 100,,United Kingdom,2014-05-24,00:00:00,solo,163.9,4680.0,-4680.0,17.0,0.0
1021,6728.0,SULPHUR SPRINGS,SULPHUR SPRINGS 100 MILES,Ancaster,Canada,2014-05-24,00:00:00,solo,161.0,3220.0,-3220.0,0.0,0.0
1022,7125.0,MASSANUTTEN MOUNTAIN TRAILS 100 MILE RUN,MASSANUTTEN MOUNTAIN TRAILS 100 MILE RUN,,United States,2014-05-17,00:00:00,solo,162.5,5420.0,-5420.0,0.0,0.0
1024,8670.0,THUNDER ROCK,THUNDER ROCK,,United States,2014-05-16,00:00:00,solo,161.0,5280.0,-5360.0,15.0,0.0
1025,7359.0,Via Natura,100 Meilen,,Austria,2014-05-09,00:00:00,solo,165.0,6755.0,-6755.0,12.0,0.0
1026,6659.0,Centurion Thames Path 100,Centurion Thames Path 100,London,United Kingdom,2014-05-03,00:00:00,solo,161.0,1600.0,-1600.0,0.0,0.0
1027,7973.0,Salomon Hammer Trail,100 Miles,allinge,Denmark,2014-05-03,00:00:00,solo,161.4,4260.0,-4260.0,12.0,0.0
1028,5606.0,INDIANA TRAIL 100,INDIANA TRAIL 100 MILE,Albion,United States,2014-04-26,00:00:00,solo,161.0,4000.0,-4000.0,0.0,0.0
1029,6761.0,Ultra-Trail Mt. Fuji,UTMF,Fuji,Japan,2014-04-25,00:00:00,solo,169.0,9478.0,-9478.0,12.0,0.0
1030,7573.0,Täby Extreme Challenge,TEC 100 Miles,Täby,Sweden,2014-04-12,00:00:00,solo,160.9,2400.0,-2400.0,0.0,0.0
1031,6231.0,100 Miles Of Istria,100 Miles,Umag,Croatia,2014-04-11,00:00:00,solo,166.6,6936.0,-7214.0,0.0,0.0
1032,7252.0,UMSTEAD 100,UMSTEAD 100,,United States,2014-04-05,00:00:00,solo,161.0,2450.0,-2450.0,0.0,0.0
1033,5645.0,Zion,100 Mile,Virgin,United States,2014-04-04,00:00:00,solo,161.0,3200.0,-3200.0,15.0,187.0
1034,7115.0,Badger Mountain Challenge,100 Mile,Kennewick,United States,2014-03-28,00:00:00,solo,161.0,4300.0,-4300.0,0.0,0.0
1035,7111.0,Antelope Island Buffalo Run,100 Mile,Syracuse,United States,2014-03-22,00:00:00,solo,161.0,3600.0,-3600.0,0.0,0.0
1036,7513.0,Northburn Ultra Mountain Events,100 Mile,Cromwell,New Zealand,2014-03-21,06:00:00,solo,161.0,8000.0,-8000.0,12.0,50.0
1037,5879.0,La Mision,160 Km,SanMartíndelosAndes,Argentina,2014-02-22,00:00:00,solo,160.0,8500.0,-8500.0,0.0,0.0
1038,6240.0,HARDCORE HUNDRED MILES,100 MILES,Kayapa,Philippines,2014-02-21,00:00:00,solo,160.0,13000.0,-13000.0,0.0,0.0
1039,7203.0,Rocky Raccoon,100 Mile,Huntsville,United States,2014-02-01,00:00:00,solo,161.0,1800.0,-1800.0,0.0,0.0
1040,7319.0,Coldwater Rumble,100 Miles,Goodyear,United States,2014-01-25,00:00:00,solo,160.9,2918.0,-2918.0,0.0,0.0
1041,7112.0,HURT 100,HURT 100 MILE ENDURANCE RUN,,United States,2014-01-18,00:00:00,solo,161.0,7620.0,-7620.0,0.0,0.0
1042,8607.0,Montane Spine,Montane Spine Challenger,Edale,United Kingdom,2014-01-11,00:00:00,solo,169.0,5017.0,-5012.0,0.0,0.0
1043,5266.0,Centurion Autumn 100,Centurion Autumn 100,GoringOnThames,United Kingdom,2013-11-30,00:00:00,solo,162.4,2130.0,-2140.0,0.0,0.0
1044,6076.0,HK168,Full 168,TaiMeiTuk,"Hong Kong, China",2013-11-30,00:00:00,solo,168.0,5400.0,-5400.0,0.0,0.0
1045,6529.0,Bromo Tengger Semeru 100 Ultra,BTS 170K,Bogor,Indonesia,2013-11-22,00:00:00,solo,165.2,7272.0,-7272.0,0.0,0.0
1046,6410.0,CHIMERA 100,CHIMERA 100 MILES,,United States,2013-11-16,00:00:00,solo,155.0,6520.0,-6520.0,0.0,0.0
1047,4939.0,RIO DEL LAGO 100,RIO DEL LAGO 100 MILES,,United States,2013-11-09,00:00:00,solo,165.9,3300.0,-3300.0,0.0,0.0
1048,4940.0,THE GREAT NORTH WALK 100S,100 MILES,Patonga,Australia,2013-11-09,00:00:00,solo,173.7,6500.0,-6500.0,0.0,0.0
1049,5662.0,OZARK 100 MILE ENDURANCE RUN,OZARK 100 MILE ENDURANCE RUN,Shawnee,United States,2013-11-02,00:00:00,solo,161.0,4500.0,-4500.0,0.0,0.0
1050,4947.0,PINHOTI 100,PINHOTI 100 MILES,Sylacauga,United States,2013-11-02,00:00:00,solo,161.88,4930.0,-5030.0,0.0,0.0
1051,4344.0,Cactus Rose,100 Mile,Bandera,United States,2013-10-26,00:00:00,solo,161.0,4400.0,-4400.0,0.0,0.0
1052,4745.0,Javelina Jundred,100 Miles,FortMcDowell,United States,2013-10-26,00:00:00,solo,162.9,1960.0,-1960.0,0.0,0.0
1053,6855.0,Virgin Forest Trail,Ultra-Trail®,PARANESTI,Greece,2013-10-25,00:00:00,solo,159.5,6600.0,-6600.0,0.0,0.0
1054,4996.0,CAESAR'S CAMP,CAESAR'S CAMP 100 MILE ULTRARACE,,United Kingdom,2013-10-19,00:00:00,solo,161.0,4630.0,-4630.0,0.0,0.0
